No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Cluster
3245,2013,7,14,4,120.0,64.0,15.0,24.0,1500.0,47.0,24.5,1004.5,23.1,0.0,ESE,1.7,Tiantan,Unhealthy for Sensitive Groups
3246,2013,7,14,5,109.0,104.0,15.0,58.0,1600.0,7.0,23.9,1004.9,22.7,0.0,SE,1.2,Tiantan,Unhealthy for Sensitive Groups
3247,2013,7,14,6,144.0,160.0,13.0,55.0,1600.0,2.0,23.9,1004.9,22.5,0.0,ESE,2.4,Tiantan,Unhealthy for Sensitive Groups
3248,2013,7,14,7,177.0,160.0,13.0,42.0,1600.0,11.0,24.5,1005.4,22.4,0.0,ESE,1.8,Tiantan,Unhealthy
3249,2013,7,14,8,162.0,145.0,13.0,35.0,1500.0,21.0,26.4,1005.4,22.7,0.0,ESE,2.3,Tiantan,Unhealthy
3250,2013,7,14,9,130.0,94.0,25.0,31.0,1000.0,42.0,27.9,1005.5,23.1,0.0,ESE,1.7,Tiantan,Unhealthy for Sensitive Groups
3251,2013,7,14,10,118.0,87.0,30.0,25.0,800.0,71.0,28.7,1004.8,21.5,0.0,NE,1.4,Tiantan,Unhealthy for Sensitive Groups
3252,2013,7,14,11,90.0,25.0,23.0,17.0,700.0,104.0,29.5,1004.4,18.6,0.0,SE,1.5,Tiantan,Unhealthy for Sensitive Groups
3253,2013,7,14,12,77.0,38.0,20.0,16.0,900.0,127.0,29.2,1003.5,19.5,0.0,E,1.7,Tiantan,Unhealthy for Sensitive Groups
3254,2013,7,14,13,72.0,50.0,18.0,11.0,800.0,174.0,30.2,1002.8,19.6,0.0,E,2.1,Tiantan,Unhealthy for Sensitive Groups
3255,2013,7,14,14,67.0,20.0,11.0,10.0,700.0,178.0,30.5,1002.5,19.5,0.0,E,2.7,Tiantan,Unhealthy for Sensitive Groups
3256,2013,7,14,15,47.0,38.0,8.0,7.0,600.0,178.0,29.9,1001.9,19.9,0.0,SE,2.5,Tiantan,Moderate
3257,2013,7,14,16,33.0,35.0,5.0,10.0,500.0,144.0,29.3,1002.1,19.6,0.0,ESE,1.7,Tiantan,Moderate
3258,2013,7,14,17,47.0,151.0,6.0,13.0,700.0,138.0,28.4,1001.7,21.4,0.0,SE,1.9,Tiantan,Moderate
3259,2013,7,14,18,63.0,141.0,5.0,12.0,800.0,125.0,27.6,1001.6,22.3,0.0,SSE,2.1,Tiantan,Moderate
3260,2013,7,14,19,85.0,141.0,8.0,18.0,900.0,117.0,27.2,1002.2,20.8,0.0,SSW,1.7,Tiantan,Unhealthy for Sensitive Groups
3261,2013,7,14,20,82.0,83.0,9.0,15.0,800.0,110.0,26.5,1002.4,21.5,0.0,W,2.1,Tiantan,Unhealthy for Sensitive Groups
3262,2013,7,14,21,66.0,83.0,7.0,20.0,800.0,96.0,25.6,1002.3,23.3,0.1,SE,1.1,Tiantan,Unhealthy for Sensitive Groups
3263,2013,7,14,22,70.0,71.0,3.0,24.0,900.0,57.0,24.5,1002.0,23.6,1.3,ENE,0.8,Tiantan,Unhealthy for Sensitive Groups
3264,2013,7,14,23,58.0,71.0,3.0,24.0,800.0,57.0,24.3,1001.5,23.6,1.7,E,0.1,Tiantan,Moderate
3265,2013,7,15,0,65.0,54.0,3.0,19.0,900.0,49.0,24.2,1000.8,23.9,5.2,NE,1.1,Tiantan,Moderate
3266,2013,7,15,1,65.0,44.0,3.0,22.0,900.0,35.0,24.1,1000.0,23.8,1.9,E,1.8,Tiantan,Moderate
3267,2013,7,15,2,70.0,56.0,3.0,29.0,900.0,28.0,23.6,999.1,23.3,1.5,ESE,2.7,Tiantan,Unhealthy for Sensitive Groups
3268,2013,7,15,3,63.0,36.0,3.0,15.0,900.0,34.0,23.4,998.6,23.1,2.5,ENE,1.4,Tiantan,Moderate
3269,2013,7,15,4,67.0,34.0,3.0,15.0,1500.0,21.0,23.5,998.1,23.3,9.7,E,1.3,Tiantan,Unhealthy for Sensitive Groups
3270,2013,7,15,5,55.0,23.0,3.0,21.0,1800.0,8.0,23.7,997.7,23.5,7.9,ESE,2.3,Tiantan,Moderate
3271,2013,7,15,6,55.0,24.0,3.0,21.0,2000.0,3.0,23.9,997.4,23.7,1.7,SE,1.0,Tiantan,Moderate
3272,2013,7,15,7,71.0,83.0,5.0,23.0,2100.0,2.0,24.1,997.0,23.9,1.6,ESE,1.7,Tiantan,Unhealthy for Sensitive Groups
3273,2013,7,15,8,53.0,56.0,3.0,22.0,2000.0,2.0,24.3,996.4,24.1,3.1,S,2.0,Tiantan,Moderate
3274,2013,7,15,9,40.0,30.0,3.0,20.0,1500.0,2.0,24.6,995.9,24.3,3.5,ESE,1.7,Tiantan,Moderate
3275,2013,7,15,10,40.0,27.0,3.0,20.0,1000.0,2.0,24.9,995.3,24.6,1.5,SSE,2.2,Tiantan,Moderate
3276,2013,7,15,11,34.0,26.0,3.0,23.0,900.0,2.0,25.2,994.9,24.9,1.3,SSE,1.2,Tiantan,Moderate
3277,2013,7,15,12,39.0,28.0,3.0,28.0,1300.0,2.0,25.3,994.2,25.0,2.0,SSE,0.0,Tiantan,Moderate
3278,2013,7,15,13,45.0,38.0,3.0,29.0,1500.0,3.0,25.6,993.7,25.3,1.0,S,0.8,Tiantan,Moderate
3279,2013,7,15,14,37.0,36.0,3.0,31.0,1300.0,5.0,25.5,993.4,25.2,0.2,S,0.0,Tiantan,Moderate
3280,2013,7,15,15,38.0,33.0,3.0,28.0,1200.0,8.0,25.4,993.3,25.1,0.7,SW,1.0,Tiantan,Moderate
3281,2013,7,15,16,43.0,22.0,3.0,35.0,1200.0,5.0,25.0,992.5,24.5,1.0,SW,0.9,Tiantan,Moderate
3282,2013,7,15,17,43.0,14.0,3.0,46.0,1300.0,6.0,24.3,991.8,23.4,0.4,S,0.8,Tiantan,Moderate
3283,2013,7,15,18,41.0,41.0,3.0,43.0,1100.0,18.0,24.4,991.7,24.1,0.8,SW,0.0,Tiantan,Moderate
3284,2013,7,15,19,42.0,29.0,3.0,41.0,1100.0,14.0,24.3,992.0,24.0,0.2,N,0.0,Tiantan,Moderate
3285,2013,7,15,20,44.0,38.0,3.0,45.0,1200.0,3.0,24.2,992.8,24.0,0.2,N,0.0,Tiantan,Moderate
3286,2013,7,15,21,56.0,29.0,3.0,47.0,1200.0,4.0,24.2,992.8,24.0,0.1,N,0.0,Tiantan,Moderate
3287,2013,7,15,22,46.0,30.0,3.0,44.0,1200.0,2.0,24.0,992.6,23.8,0.0,N,0.0,Tiantan,Moderate
3288,2013,7,15,23,47.0,28.0,3.0,39.0,1300.0,2.0,23.8,992.2,23.6,0.0,N,0.0,Tiantan,Moderate
3289,2013,7,16,0,50.0,34.0,3.0,30.0,1300.0,2.0,23.7,991.9,23.7,0.0,N,0.0,Tiantan,Moderate
3290,2013,7,16,1,46.0,20.0,3.0,26.0,1200.0,2.0,23.7,991.7,23.7,0.0,N,0.0,Tiantan,Moderate
3291,2013,7,16,2,37.0,14.0,3.0,20.0,1100.0,2.0,23.6,991.9,23.6,0.0,N,0.0,Tiantan,Moderate
3292,2013,7,16,3,39.0,29.0,3.0,19.0,400.0,2.0,23.1,992.2,23.1,0.0,WNW,2.7,Tiantan,Moderate
3293,2013,7,16,4,40.0,24.0,3.0,19.0,1200.0,2.0,24.8,992.6,19.4,0.0,NNW,3.4,Tiantan,Moderate
3294,2013,7,16,5,40.0,17.0,3.0,44.0,1200.0,2.0,25.2,993.5,18.2,0.0,NW,4.4,Tiantan,Moderate
3295,2013,7,16,6,15.0,15.0,3.0,31.0,600.0,40.0,26.1,994.3,16.1,0.0,NW,3.0,Tiantan,Good
3296,2013,7,16,7,11.0,11.0,6.0,40.0,600.0,43.0,26.9,994.9,15.6,0.0,NW,3.4,Tiantan,Good
3297,2013,7,16,8,13.0,13.0,9.0,41.0,500.0,57.0,27.5,995.0,13.1,0.0,NNW,4.6,Tiantan,Good
3298,2013,7,16,9,9.0,9.0,7.0,46.0,500.0,63.0,28.6,995.6,12.9,0.0,NNW,4.2,Tiantan,Good
3299,2013,7,16,10,10.0,10.0,6.0,44.0,500.0,70.0,29.3,996.2,11.8,0.0,NW,6.0,Tiantan,Good
3300,2013,7,16,11,9.0,9.0,3.0,40.0,1200.0,75.0,30.6,996.3,12.0,0.0,N,2.6,Tiantan,Good
3301,2013,7,16,12,7.0,60.0,3.0,33.0,400.0,78.0,31.4,996.4,10.1,0.0,NNE,4.7,Tiantan,Good
3302,2013,7,16,13,7.0,60.0,3.0,33.0,400.0,87.0,32.1,996.5,12.3,0.0,E,1.9,Tiantan,Good
3303,2013,7,16,14,8.0,47.0,3.0,30.0,400.0,91.0,32.3,996.4,10.9,0.0,ENE,3.4,Tiantan,Good
3304,2013,7,16,15,8.0,25.0,3.0,28.0,300.0,78.0,33.1,996.6,11.0,0.0,ESE,1.2,Tiantan,Good
3305,2013,7,16,16,3.0,22.0,3.0,29.0,300.0,77.0,32.8,996.8,10.8,0.0,E,1.6,Tiantan,Good
3306,2013,7,16,17,17.0,33.0,3.0,32.0,400.0,73.0,32.2,997.0,12.4,0.0,ESE,2.7,Tiantan,Moderate
3307,2013,7,16,18,13.0,43.0,3.0,34.0,400.0,76.0,30.9,997.9,13.7,0.0,ESE,1.9,Tiantan,Good
3308,2013,7,16,19,8.0,42.0,3.0,35.0,400.0,69.0,28.8,999.0,13.9,0.0,S,1.2,Tiantan,Good
3309,2013,7,16,20,13.0,58.0,3.0,40.0,500.0,98.0,26.3,999.6,15.7,0.0,S,0.1,Tiantan,Good
3310,2013,7,16,21,24.0,88.0,3.0,48.0,600.0,60.0,25.3,1000.1,16.4,0.0,N,0.0,Tiantan,Moderate
3311,2013,7,16,22,35.0,94.0,3.0,50.0,700.0,18.0,24.5,1000.2,16.2,0.0,SSW,0.4,Tiantan,Moderate
3312,2013,7,16,23,28.0,77.0,3.0,65.0,800.0,23.0,23.4,1000.4,16.0,0.0,W,0.6,Tiantan,Moderate
3313,2013,7,17,0,33.0,73.0,3.0,53.0,600.0,52.0,22.2,1001.0,19.2,0.0,WSW,0.0,Tiantan,Moderate
3314,2013,7,17,1,43.0,107.0,3.0,74.0,700.0,12.0,21.5,1001.1,19.1,0.0,N,0.0,Tiantan,Moderate
3315,2013,7,17,2,36.0,90.0,3.0,81.0,700.0,2.0,21.8,1001.5,19.7,0.0,ENE,1.0,Tiantan,Moderate
3316,2013,7,17,3,37.0,98.0,3.0,76.0,800.0,2.0,21.0,1001.8,19.6,0.0,N,0.4,Tiantan,Moderate
3317,2013,7,17,4,34.0,81.0,3.0,53.0,900.0,2.0,20.8,1002.1,19.5,0.0,ENE,1.0,Tiantan,Moderate
3318,2013,7,17,5,33.0,93.0,3.0,38.0,1000.0,2.0,21.8,1002.5,19.4,0.0,NNE,1.2,Tiantan,Moderate
3319,2013,7,17,6,35.0,111.0,3.0,47.0,1100.0,2.0,23.1,1002.5,19.5,0.0,NE,1.1,Tiantan,Moderate
3320,2013,7,17,7,35.0,90.0,5.0,55.0,1000.0,2.0,24.6,1002.7,20.5,0.0,ENE,1.2,Tiantan,Moderate
3321,2013,7,17,8,48.0,107.0,8.0,72.0,1000.0,3.0,26.0,1002.4,20.3,0.0,E,1.9,Tiantan,Moderate
3322,2013,7,17,9,52.0,122.0,9.0,86.0,1100.0,8.0,28.0,1002.3,21.3,0.0,E,1.9,Tiantan,Moderate
3323,2013,7,17,10,59.0,123.0,11.0,93.0,2200.0,34.0,29.6,1002.2,19.0,0.0,SSW,1.3,Tiantan,Moderate
3324,2013,7,17,11,62.0,123.0,12.0,91.0,1800.0,78.0,31.8,1002.0,17.7,0.0,SSE,2.1,Tiantan,Moderate
3325,2013,7,17,12,71.0,116.0,19.0,63.0,900.0,151.0,32.4,1001.1,16.3,0.0,SSW,2.1,Tiantan,Unhealthy for Sensitive Groups
3326,2013,7,17,13,48.0,116.0,19.0,23.0,700.0,219.0,32.9,1000.8,15.4,0.0,SSE,3.2,Tiantan,Moderate
3327,2013,7,17,14,37.0,74.0,13.0,6.0,500.0,213.0,33.2,1000.0,13.8,0.0,SSW,2.7,Tiantan,Moderate
3328,2013,7,17,15,34.0,55.0,11.0,5.0,600.0,210.0,33.3,999.3,14.4,0.0,WSW,2.7,Tiantan,Moderate
3329,2013,7,17,16,31.0,47.0,9.0,5.0,700.0,208.0,32.4,998.8,14.1,0.0,WSW,0.6,Tiantan,Moderate
3330,2013,7,17,17,24.0,64.0,8.0,5.0,800.0,192.0,32.0,998.9,13.7,0.0,SSE,1.4,Tiantan,Moderate
3331,2013,7,17,18,25.0,55.0,8.0,9.0,700.0,182.0,31.0,999.2,13.7,0.0,SSE,1.6,Tiantan,Moderate
3332,2013,7,17,19,27.0,60.0,10.0,12.0,1000.0,192.0,29.4,1000.2,19.7,0.0,SSE,2.3,Tiantan,Moderate
3333,2013,7,17,20,38.0,78.0,11.0,24.0,1000.0,160.0,29.0,1000.8,15.9,0.0,SSE,2.6,Tiantan,Moderate
3334,2013,7,17,21,76.0,118.0,24.0,36.0,1200.0,161.0,28.0,1001.1,18.1,0.0,SSE,2.4,Tiantan,Unhealthy for Sensitive Groups
3335,2013,7,17,22,50.0,89.0,21.0,36.0,1100.0,112.0,27.4,1001.1,19.7,0.0,SSE,1.7,Tiantan,Moderate
3336,2013,7,17,23,44.0,99.0,21.0,32.0,1300.0,110.0,26.6,1001.0,21.1,0.0,SE,1.3,Tiantan,Moderate
3337,2013,7,18,0,67.0,122.0,17.0,24.0,1800.0,126.0,25.7,1001.0,21.8,0.0,E,0.7,Tiantan,Unhealthy for Sensitive Groups
3338,2013,7,18,1,90.0,123.0,12.0,36.0,1700.0,92.0,25.1,1000.8,22.8,0.0,E,1.3,Tiantan,Unhealthy for Sensitive Groups
3339,2013,7,18,2,106.0,137.0,9.0,59.0,1500.0,36.0,24.5,1000.6,23.3,0.0,E,1.2,Tiantan,Unhealthy for Sensitive Groups
3340,2013,7,18,3,150.0,178.0,17.0,46.0,2000.0,40.0,24.8,1000.8,23.4,0.0,SSE,1.3,Tiantan,Unhealthy for Sensitive Groups
3341,2013,7,18,4,161.0,178.0,7.0,21.0,1400.0,67.0,24.6,1001.1,23.4,0.0,E,1.5,Tiantan,Unhealthy
3342,2013,7,18,5,181.0,163.0,7.0,19.0,1400.0,63.0,24.6,1001.1,23.2,0.0,ESE,1.7,Tiantan,Unhealthy
3343,2013,7,18,6,181.0,148.0,6.0,19.0,1300.0,60.0,24.8,1000.7,23.4,0.0,E,2.1,Tiantan,Unhealthy
3344,2013,7,18,7,167.0,138.0,6.0,27.0,1300.0,62.0,25.0,1001.1,23.6,0.0,E,1.7,Tiantan,Unhealthy
3345,2013,7,18,8,161.0,153.0,6.0,40.0,1400.0,56.0,25.2,1000.8,23.6,0.0,ESE,1.5,Tiantan,Unhealthy
3346,2013,7,18,9,182.0,160.0,8.0,47.0,1900.0,52.0,25.8,1001.1,23.7,0.0,SE,1.3,Tiantan,Unhealthy
3347,2013,7,18,10,182.0,168.0,10.0,35.0,2200.0,68.0,25.9,1001.2,23.6,0.0,SE,2.4,Tiantan,Unhealthy
3348,2013,7,18,11,124.0,178.0,13.0,39.0,2500.0,60.0,26.4,1000.9,23.5,0.0,SE,1.1,Tiantan,Unhealthy for Sensitive Groups
3349,2013,7,18,12,217.0,178.0,23.0,38.0,3100.0,70.0,26.9,1000.5,23.8,0.0,SSE,1.9,Tiantan,Unhealthy
3350,2013,7,18,13,218.0,190.0,27.0,40.0,3100.0,84.0,27.4,1000.3,23.6,0.0,ESE,2.3,Tiantan,Unhealthy
3351,2013,7,18,14,201.0,157.0,23.0,26.0,2600.0,125.0,27.6,1000.1,23.4,0.0,SSE,1.7,Tiantan,Unhealthy
3352,2013,7,18,15,191.0,165.0,13.0,22.0,2300.0,126.0,27.6,999.6,23.8,0.0,SE,1.6,Tiantan,Unhealthy
3353,2013,7,18,16,165.0,136.0,11.0,22.0,2000.0,122.0,27.7,999.2,23.7,0.0,SSE,2.2,Tiantan,Unhealthy
3354,2013,7,18,17,176.0,155.0,10.0,22.0,2000.0,117.0,27.6,999.6,23.0,0.0,S,2.2,Tiantan,Unhealthy
3355,2013,7,18,18,144.0,110.0,10.0,19.0,1700.0,115.0,27.2,999.8,23.0,0.0,SSW,1.7,Tiantan,Unhealthy for Sensitive Groups
3356,2013,7,18,19,144.0,85.0,10.0,19.0,1600.0,118.0,26.6,999.8,20.0,0.0,WSW,1.5,Tiantan,Unhealthy for Sensitive Groups
3357,2013,7,18,20,97.0,81.0,7.0,23.0,1100.0,113.0,26.0,1000.5,21.2,0.0,SW,1.4,Tiantan,Unhealthy for Sensitive Groups
3358,2013,7,18,21,106.0,101.0,6.0,26.0,1000.0,104.0,25.9,1000.5,20.5,0.0,WSW,2.0,Tiantan,Unhealthy for Sensitive Groups
3359,2013,7,18,22,81.0,73.0,7.0,32.0,900.0,85.0,25.7,1000.2,20.3,0.0,SSW,0.5,Tiantan,Unhealthy for Sensitive Groups
3360,2013,7,18,23,82.0,81.0,6.0,35.0,900.0,71.0,24.9,999.6,21.0,0.0,S,0.8,Tiantan,Unhealthy for Sensitive Groups
3361,2013,7,19,0,93.0,96.0,8.0,37.0,900.0,66.0,24.8,999.2,21.3,0.0,SSW,0.8,Tiantan,Unhealthy for Sensitive Groups
3362,2013,7,19,1,109.0,96.0,8.0,43.0,1000.0,52.0,24.3,998.8,21.6,0.0,WSW,1.2,Tiantan,Unhealthy for Sensitive Groups
3363,2013,7,19,2,132.0,115.0,12.0,39.0,1000.0,56.0,24.0,998.4,21.9,0.0,WSW,1.5,Tiantan,Unhealthy for Sensitive Groups
3364,2013,7,19,3,142.0,116.0,12.0,26.0,1000.0,59.0,23.7,998.4,22.1,0.0,WSW,2.1,Tiantan,Unhealthy for Sensitive Groups
3365,2013,7,19,4,163.0,139.0,10.0,30.0,1100.0,42.0,23.5,998.5,22.1,0.0,WSW,1.1,Tiantan,Unhealthy
3366,2013,7,19,5,189.0,141.0,6.0,25.0,1200.0,32.0,23.4,998.5,22.4,0.0,WSW,0.2,Tiantan,Unhealthy
3367,2013,7,19,6,184.0,139.0,3.0,23.0,1200.0,22.0,24.3,998.8,22.6,0.0,WSW,1.0,Tiantan,Unhealthy
3368,2013,7,19,7,191.0,149.0,3.0,24.0,1300.0,28.0,25.4,999.0,22.7,0.0,WSW,1.6,Tiantan,Unhealthy
3369,2013,7,19,8,198.0,166.0,4.0,41.0,1300.0,23.0,26.6,998.6,22.9,0.0,SW,0.5,Tiantan,Unhealthy
3370,2013,7,19,9,202.0,175.0,5.0,53.0,1400.0,27.0,26.8,998.5,22.8,0.0,WSW,1.1,Tiantan,Unhealthy
3371,2013,7,19,10,204.0,189.0,5.0,62.0,1500.0,34.0,27.6,998.3,21.9,0.0,S,1.1,Tiantan,Unhealthy
3372,2013,7,19,11,210.0,199.0,6.0,66.0,1500.0,55.0,28.8,998.0,22.1,0.0,WSW,1.5,Tiantan,Unhealthy
3373,2013,7,19,12,194.0,170.0,6.0,57.0,1500.0,122.0,29.7,997.8,19.7,0.0,WNW,1.5,Tiantan,Unhealthy
3374,2013,7,19,13,175.0,153.0,7.0,45.0,1300.0,178.0,30.1,997.4,20.4,0.0,SSE,2.0,Tiantan,Unhealthy
3375,2013,7,19,14,147.0,138.0,9.0,33.0,1200.0,220.0,29.8,997.1,20.4,0.0,SW,1.0,Tiantan,Unhealthy for Sensitive Groups
3376,2013,7,19,15,137.0,128.0,7.0,22.0,1100.0,238.0,30.8,996.9,21.3,0.0,WSW,1.7,Tiantan,Unhealthy for Sensitive Groups
3377,2013,7,19,16,106.0,116.0,6.0,14.0,1000.0,214.0,30.8,996.7,21.3,0.0,SW,1.9,Tiantan,Unhealthy for Sensitive Groups
3378,2013,7,19,17,93.0,94.0,5.0,14.0,900.0,192.0,30.0,996.8,21.1,0.0,SW,2.2,Tiantan,Unhealthy for Sensitive Groups
3379,2013,7,19,18,90.0,106.0,6.0,16.0,900.0,195.0,29.4,997.2,21.4,0.0,SW,0.5,Tiantan,Unhealthy for Sensitive Groups
3380,2013,7,19,19,93.0,105.0,6.0,21.0,900.0,176.0,28.2,997.4,21.5,0.0,WSW,1.7,Tiantan,Unhealthy for Sensitive Groups
3381,2013,7,19,20,97.0,112.0,5.0,26.0,1000.0,148.0,27.5,998.5,21.3,0.0,WSW,2.1,Tiantan,Unhealthy for Sensitive Groups
3382,2013,7,19,21,108.0,121.0,5.0,33.0,1000.0,112.0,27.2,998.9,21.5,0.0,SW,1.0,Tiantan,Unhealthy for Sensitive Groups
3383,2013,7,19,22,111.0,121.0,5.0,34.0,1000.0,92.0,26.5,999.1,21.9,0.0,WSW,0.8,Tiantan,Unhealthy for Sensitive Groups
3384,2013,7,19,23,111.0,121.0,5.0,34.0,1100.0,68.0,25.1,999.1,22.8,0.0,WSW,0.9,Tiantan,Unhealthy for Sensitive Groups
3385,2013,7,20,0,126.0,171.0,3.0,61.0,1100.0,33.0,24.1,998.9,22.9,0.0,WSW,0.0,Tiantan,Unhealthy for Sensitive Groups
3386,2013,7,20,1,137.0,197.0,3.0,81.0,1200.0,5.0,23.6,998.8,22.8,0.0,N,0.2,Tiantan,Unhealthy for Sensitive Groups
3387,2013,7,20,2,148.0,270.0,3.0,65.0,1200.0,2.0,24.0,999.1,23.0,0.0,ENE,1.0,Tiantan,Unhealthy for Sensitive Groups
3388,2013,7,20,3,115.0,176.0,3.0,47.0,400.0,2.0,23.9,999.6,23.2,0.0,NNE,1.1,Tiantan,Unhealthy for Sensitive Groups
3389,2013,7,20,4,99.0,233.0,3.0,47.0,1000.0,2.0,23.6,999.9,23.1,0.0,ENE,0.9,Tiantan,Unhealthy for Sensitive Groups
3390,2013,7,20,5,145.0,207.0,3.0,86.0,1300.0,2.0,23.8,1000.3,23.3,0.0,ENE,0.7,Tiantan,Unhealthy for Sensitive Groups
3391,2013,7,20,6,169.0,209.0,5.0,72.0,1200.0,6.0,24.9,1000.7,23.7,0.0,NNE,0.9,Tiantan,Unhealthy
3392,2013,7,20,7,179.0,191.0,5.0,66.0,1200.0,19.0,26.6,1001.0,22.9,0.0,E,1.6,Tiantan,Unhealthy
3393,2013,7,20,8,195.0,191.0,6.0,66.0,1300.0,38.0,28.1,1000.9,22.1,0.0,E,1.7,Tiantan,Unhealthy
3394,2013,7,20,9,152.0,122.0,11.0,50.0,1200.0,77.0,29.5,1000.9,19.5,0.0,NE,1.9,Tiantan,Unhealthy
3395,2013,7,20,10,85.0,79.0,11.0,37.0,900.0,102.0,30.6,1000.7,18.3,0.0,NNE,2.2,Tiantan,Unhealthy for Sensitive Groups
3396,2013,7,20,11,74.0,59.0,9.0,37.0,700.0,124.0,31.3,1000.5,17.2,0.0,NE,0.9,Tiantan,Unhealthy for Sensitive Groups
3397,2013,7,20,12,58.0,24.0,7.0,31.0,600.0,153.0,32.3,999.9,13.5,0.0,ESE,2.2,Tiantan,Moderate
3398,2013,7,20,13,31.0,28.0,5.0,26.0,400.0,176.0,33.3,999.4,13.9,0.0,N,1.2,Tiantan,Moderate
3399,2013,7,20,14,34.0,38.0,5.0,21.0,400.0,206.0,33.5,999.0,16.4,0.0,WNW,0.8,Tiantan,Moderate
3400,2013,7,20,15,24.0,25.0,5.0,17.0,400.0,208.0,33.8,998.4,15.3,0.0,E,1.7,Tiantan,Moderate
3401,2013,7,20,16,26.0,47.0,5.0,15.0,400.0,231.0,32.2,998.8,12.4,0.0,ESE,1.1,Tiantan,Moderate
3402,2013,7,20,17,51.0,119.0,7.0,19.0,700.0,261.0,31.5,998.7,19.2,0.0,ESE,2.5,Tiantan,Moderate
3403,2013,7,20,18,69.0,125.0,8.0,17.0,1100.0,238.0,30.8,998.5,21.0,0.0,S,1.7,Tiantan,Unhealthy for Sensitive Groups
3404,2013,7,20,19,105.0,130.0,6.0,29.0,1200.0,195.0,29.9,999.3,21.0,0.0,S,1.0,Tiantan,Unhealthy for Sensitive Groups
3405,2013,7,20,20,94.0,129.0,3.0,36.0,1200.0,148.0,29.2,1000.5,22.2,0.0,SSW,2.3,Tiantan,Unhealthy for Sensitive Groups
3406,2013,7,20,21,94.0,111.0,3.0,38.0,1200.0,125.0,28.4,1000.7,22.2,0.0,SW,2.7,Tiantan,Unhealthy for Sensitive Groups
3407,2013,7,20,22,90.0,91.0,3.0,39.0,1100.0,112.0,27.8,1000.9,22.1,0.0,SW,1.9,Tiantan,Unhealthy for Sensitive Groups
3408,2013,7,20,23,96.0,115.0,3.0,56.0,1100.0,76.0,27.0,1000.9,22.4,0.0,SSW,0.7,Tiantan,Unhealthy for Sensitive Groups
3409,2013,7,21,0,106.0,119.0,4.0,53.0,1300.0,76.0,26.4,1000.9,21.4,0.0,S,0.8,Tiantan,Unhealthy for Sensitive Groups
3410,2013,7,21,1,108.0,117.0,4.0,74.0,1200.0,38.0,25.8,1000.7,19.9,0.0,S,0.6,Tiantan,Unhealthy for Sensitive Groups
3411,2013,7,21,2,78.0,117.0,3.0,62.0,800.0,32.0,25.3,1000.6,19.4,0.0,SSE,0.7,Tiantan,Unhealthy for Sensitive Groups
3412,2013,7,21,3,65.0,83.0,3.0,61.0,700.0,15.0,23.7,1000.6,21.8,0.0,E,1.0,Tiantan,Moderate
3413,2013,7,21,4,61.0,61.0,3.0,56.0,700.0,11.0,24.1,1000.9,22.2,0.0,E,1.0,Tiantan,Moderate
3414,2013,7,21,5,63.0,76.0,3.0,57.0,700.0,6.0,24.2,1001.1,22.1,0.0,ESE,1.0,Tiantan,Moderate
3415,2013,7,21,6,56.0,73.0,3.0,56.0,700.0,7.0,25.1,1001.5,22.4,0.0,ESE,0.0,Tiantan,Moderate
3416,2013,7,21,7,67.0,107.0,4.0,75.0,900.0,8.0,26.7,1001.8,22.8,0.0,NE,1.0,Tiantan,Unhealthy for Sensitive Groups
3417,2013,7,21,8,71.0,96.0,7.0,53.0,800.0,48.0,27.9,1001.5,22.8,0.0,ENE,1.0,Tiantan,Unhealthy for Sensitive Groups
3418,2013,7,21,9,75.0,100.0,8.0,35.0,800.0,83.0,28.8,1001.1,23.5,0.0,ENE,1.0,Tiantan,Unhealthy for Sensitive Groups
3419,2013,7,21,10,91.0,118.0,8.0,59.0,1000.0,72.0,28.9,1001.0,22.9,0.0,WSW,1.2,Tiantan,Unhealthy for Sensitive Groups
3420,2013,7,21,11,103.0,119.0,8.0,54.0,1000.0,92.0,29.9,1000.9,22.3,0.0,SSW,1.8,Tiantan,Unhealthy for Sensitive Groups
3421,2013,7,21,12,98.0,121.0,8.0,44.0,1000.0,112.0,30.3,1000.9,20.5,0.0,WSW,2.0,Tiantan,Unhealthy for Sensitive Groups
3422,2013,7,21,13,80.0,82.0,9.0,17.0,900.0,148.0,31.6,1000.3,20.5,0.0,SW,1.5,Tiantan,Unhealthy for Sensitive Groups
3423,2013,7,21,14,60.0,80.0,12.0,7.0,800.0,185.0,32.1,999.8,20.7,0.0,SW,2.4,Tiantan,Moderate
3424,2013,7,21,15,63.0,72.0,11.0,7.0,900.0,192.0,31.6,999.7,20.5,0.0,SSW,2.6,Tiantan,Moderate
3425,2013,7,21,16,63.0,72.0,11.0,7.0,900.0,184.0,31.5,999.7,19.5,0.0,S,2.3,Tiantan,Moderate
3426,2013,7,21,17,62.0,75.0,11.0,6.0,400.0,191.9232,31.2,999.9,18.5,0.0,SW,2.0,Tiantan,Moderate
3427,2013,7,21,18,46.0,52.0,6.0,9.0,600.0,176.0,30.4,999.9,18.2,0.0,S,1.5,Tiantan,Moderate
3428,2013,7,21,19,35.0,50.0,4.0,13.0,500.0,165.0,29.4,1000.2,18.2,0.0,SSW,1.3,Tiantan,Moderate
